job_id,URL Job,title,company,Company Overview,Company Size,Company Address,description,requirements,Benefits,location,Job Type,Gender,Number Cadidate,Career Level,Years of Experience,Salary,Submission Deadline,Industry,company_id
0,https://www.topcv.vn/viec-lam/sale-admin-website/805790.html?ta_source=JobSearchList,Sale Admin Website,Công ty Cổ phần Belie,"DHC Việt Nam trực thuộc Công ty CP Belie – Nhà phân phối độc quyền mỹ phẩm và thực phẩm chức năng DHC Nhật Bản tại Việt Nam với Sứ mệnh & Triết lý kinh doanh: - Cung cấp những sản phẩm thực và chất, với chất lượng dịch vụ dẫn đầu và giá thành hợp lý nhất cho người tiêu dùng Việt Nam, đem lại sự TỰ TIN cho mỗi cá nhân, giúp góp phần khôi phục và gia tăng NIỀM TIN của mỗi cá nhân đối với xã hội. - Luôn lấy khách hàng là trung tâm và thỏa mãn nhu cầu của khách hàng bằng phương thức sáng tạo nhất, độc đáo nhất - Mỗi nhân viên là một đại sứ thương hiệu - Sức khỏe, Sắc đẹp và Môi trường sống tốt là nguyên tố cấu thành của NIỀM TIN. Sản phẩm mà chúng tôi cung cấp là NIỀM TIN. Đôi dòng về DHC: DHC là thương hiệu quốc dân có mặt trong mọi gia đình Nhật Bản, hàng chuẩn nội địa Nhật Bản phân phối độc quyền bởi Belie. DHC cung cấp mỹ phẩm chất lượng cao với giá trung cấp, thực phẩm chức năng chất lượng cao với giá bình dân.Website công ty: https://dhcvietnam.com.vn/",100-499,"HN: Tầng 9, Tòa IDMC Mỹ Đình, 18 Tôn Thất Thuyết, Nam Từ Liêm, Hà Nội. / HCM: 101-103 Nguyễn Trãi, Bến Thành, Quận 1, Hồ Chí Minh","Thường xuyên cập nhật các thay đổi liên quan trong chính sách bán hàng, chương trình khuyến mại của công tyLàm việc với các đối tác chiến lược, mang lại các chương trình collab hiệu quảKiểm tra các đơn hàng đến từ website TMĐT, xác thực đơn hàng và chịu trách nhiệm điều phối đơn hàngPhối hợp cùng các phòng ban khác để đảm bảo quy trình xử lý đơn hàng và giao hàng của công ty.Phối hợp với bộ phận Kho vận, Sales để nhận phản hồi từ khách hàng và tư vấn giải đáp thắc mắc khi cần.Phối hợp với bộ phận IT để tối ưu website bán hàng.Thực hiện các công việc khác khi có yêu cầu từ cấp trên.","1. Học vấn, kiến thức và trình độ chuyên môn:Tốt nghiệp đại họccao đẳng2. Kinh nghiệm:Ứng viên có kinh nghiệm 1-2 năm tại vị trí tương tựƯu tiên ứng viên có kinh nghiệm làm SEO WebƯu tiên ứng viên có kinh nghiệm trong các công ty về TMĐT, Bán lẻ3. Những kỹ năng cần thiết cho công việcKỹ năng tin học văn phòng tốt (đặc biệt thành thạo Excel).Kỹ năng giao tiếp tốt, có tinh thần phối hợp, tư vấn và hỗ trợ.Nhanh nhẹn, trung thực, cẩn thận.","Được xét duyệt đánh giá định kỳ 2 lần/năm.Làm việc từ Thứ 2 – sáng Thứ 7Được hưởng các quyền lợi và chế độ theo luật quy định (Các ngày nghỉ lễ, BHXH, BHYT...);Thưởng lễ, Tết, sinh nhật các chế độ đãi ngộ dành cho người thân, tiệc cuối năm, và các hoạt động thú vị khác trong năm;Làm việc trong môi trường trẻ trung, năng động;Cơ hội được đào tạo và thăng tiến tốt trong công việc. Lộ trình phát triển công việc rõ ràng",Hà Nội,Full time,Không yêu cầu,1,Nhân viên,1-3 năm,"5,000,000 - 10,000,000",05/01/2023,Hành chính / Văn phòng,C_b952e3e1
1,https://www.topcv.vn/viec-lam/thuc-tap-sinh-lap-trinh-no-code-low-code-platform/885444.html?ta_source=JobSearchList,"Thực Tập Sinh Lập Trình (No-Code, Low-Code Platform)",Công Ty Cổ Phần Global Online Branding,"Thành viên thuộc Tập đoàn G-Group:Công ty Cổ phần Golbal Online Branding – GOBRANDING.Công ty TNHH Phần mềm Hoàn Cầu – GSOFT.Công ty Globalchain.Công ty Blockchain Work.Công ty Esports.Công ty TNHH Quick M&A.Công ty Cổ phần Global Online Branding (tên thương hiệu là GOBRANDING) là công ty có vốn đầutư Nhật Bản, hoạt động trong lĩnh vực cung cấp dịch vụ phát triển thương hiệu số.Đội ngũ lãnh đạo của GOBRANDING là các chuyên gia tại Nhật Bản và Việt Nam, cùng có nhiềunăm kinh nghiệm trong lĩnh vực tư vấn, cung cấp dịch vụ trực tuyến.Các chuyên gia Nhật Bản am hiểu sâu sắc những kỹ thuật công nghệ được áp dụng cho thị trườngNhật Bản. Trong khi đó, chuyên gia Việt Nam nắm rõ tâm lý và xu hướng người dùng trực tuyến củanước mình. Với sự kết hợp này, GOBRANDING có khả năng cung cấp cho khách hàng giải pháp phùhợp nhất trong quá trình xây dựng và phát triển thương hiệu số.",100-499,"Lầu 6, 235 Lý Thường Kiệt ,Phường 6 ,Quận Tân Bình , TPHCM","Phối hợp với bộ phận lập trình No-code, Low-code phát triển các ứng dụng sử dụng nền tảng phát triển No-code, Low-code, thiết lập và xác định cấu hình hệ thống cho các yêu cầu riêng của từng khách hàng.Tạo trang web bằng Webflow, Shopify, Burble, Adalo, xây dựng trang website thương mại điện tử EC, phát triển hệ thống web, phát triển ứng dụng điện thoại thông minh.Tìm hiểu thông tin và đăng tải thông tin về bốn nền tảng Nocode và Lowcode này (Webflow, Shopify, Burble, Adalo)","Sinh viên năm 3, năm 4 hoặc sinh viên cao học năm 1, năm 2 chuyên ngành công nghệ thông tin.Thời gian làm việc từ thứ 2 đến thứ 6, thực tập đáp ứng tối thiểu 4 ngàytuần.Những người quan tâm đến thị trường No-code và Low-code mới và muốn làm việc trong lĩnh vực này.Những người thích làm việc một cách hiệu quả, chủ động học hỏi trao dồi kiến thức ngành.Có laptop cá nhân.","Làm việc trong môi trường văn hóa Nhật Bản chuyên nghiệp, năng động và phát huy được năng lực của bản thân.Lộ trình thăng tiến nhân viên chính thức nếu ứng viên có mong muốn gắn bó lâu dàiĐược đào tạo ngành nghề bài bản, mở rộng cơ hội phát triển nghề nghiệp trong tương laiHỗ trợ đóng mộc báo cáo thực tập, luận văn.Hợp tác làm việc, đào tạo ít nhất 3 thángĐược hỗ trợ phụ cấp 1triệu/tháng.",Hồ Chí Minh,Full time,Không yêu cầu,2,Thực tập sinh,Không yêu cầu kinh nghiệm,"1,000,000 - 5,000,000",01/01/2023,Công nghệ thông tin,C_b2a89bb0
